name,colour,band
Rosalee Roller,Ebony,D
Rosalee Roller,Red,D
Rumie Roller,Rainbow,D
Rupert Roller,Jungle,D
Savanna BO Roller,Grass,C
Savanna BO Roller,Stone,C
Savanna BO Roller,Zebra,C
Scoria Roller,Steel,D
Shantung Roller,Champagne,A
Shantung Roller,Leaf,A
Shantung Roller,Magnolia,A
Shantung Roller,Silver,A
Shantung Roller,White,A
Shona Roller,Brick,D
Shona Roller,Cream,D
Shona Roller,Ecru,D
Shona Roller,Iron,D
Shona Roller,Licorice,D
Shona Roller,Mauve,D
Shona Roller,Midnight,D
Shona Roller,Moss,D
Shona Roller,Mustard,D
Shona Roller,Rose,D
Shona Roller,Slate,D
Shona Roller,Taupe,D
Shona Roller,Teal,D
Shot Silk BO Roller,Ivory,E
Shot Silk BO Roller,Moonstone,E
Shot Silk BO Roller,Pannacotta,E
Sirocco Roller,Charcoal,A
Sirocco Roller,Cream,A
Sirocco Roller,Grey,A
Sirocco Roller,White,A
Sisi Roller,Soft Grey,C
Sorrell Roller,Grey,C
Sorrell Roller,Lavender,C
Sprigs Roller,Lilac,D
Stargazer BO Roller,Ochre,C
Stella FR Roller,Ivory,B
Stella FR Roller,Vanilla,B
Strata asc Roller,Calico,B
Strata asc Roller,Iron,B
Strata asc Roller,Snowdrop,B
Stratford Roller,Apricot,A
Stratford Roller,Cream,A
Stratford Roller,Grey,A
Stratford Roller,Taupe,A
Sunset BO Roller,Alabaster,B
Sunset BO Roller,Ash,B
Sunset BO Roller,Black,B
Sunset BO Roller,Flint,B
Sunset BO Roller,Mink,B
Sunset BO Roller,Mocha,B
Sunset BO Roller,Mushroom,B
Sunset BO Roller,Stone,B
Sunset BO Roller,Storm,B
Sunset BO Roller,White,B
Swedish Birch Roller,Silver,A
Talia Roller,Grey,B
Talia Roller,Purple,B
Talia Roller,Teal,B
Tennessee Roller,Jet,C
Tennessee Roller,Parchment,C
Tennessee Roller,Smoke,C
Tessa Blackout Roller,Grey,D
Tessa Blackout Roller,Taupe,D
Thistle Roller,Hessian,B
Thistle Roller,Sage,B
Topaz Roller,Graphite,A
Topaz Roller,Pearl,A
Topaz Roller,Quartz,A
Topaz Roller,Silver,A
Topsy Roller,Rainbow,D
Torin Roller,Ocean,C
Torin Roller,Rose,C
Tree of Life Roller,Teal,A
Tropical Palm BO Roller,Aloha,D
Tropical Palm BO Roller,Lagoon,D
Tropical Palm Lf Roller,Fiesta,C
Urban FR Roller,Beige,B
Urban FR Roller,Black,B
Urban FR Roller,Blue,B
Urban FR Roller,Bright White,B
Urban FR Roller,Cream,B
Urban FR Roller,Dark Grey,B
Urban FR Roller,Ecru,B
Urban FR Roller,Grey,B
Valetta Blackout Roller,Beige,
Valetta Blackout Roller,Black,
Valetta Blackout Roller,Cream,
Valetta Blackout Roller,Dark Grey,
Valetta Blackout Roller,Iron,
Valetta Blackout Roller,White,
Valetta Roller,Beige,A
Valetta Roller,Black,A
Valetta Roller,Cream,A
Valetta Roller,Dark Grey,A
Valetta Roller,Iron,A
Valetta Roller,White,A
Valize Roller,Blush,D
Vault Roller,Natural,C
Vera Roller,Silver,C
Vermont Roller,Cotton,B
Vermont Roller,Feather,B
Vermont Roller,Hemp,B
Vermont Roller,Linen,B
Vermont Roller,Mist,B
Vermont Roller,Slate,B
Verona Roller,Jade,D
Verona Roller,Monochrome,D
Vinnie Roller,Blue,C
Vinnie Roller,Candy,C
Vinnie Roller,Carbon,C
Vinnie Roller,Ginger,C
Vintage Palm Roller,Black,B
Vintage Palm Roller,Indigo,B
Voile Roller,Cream,A
Voile Roller,Moondust,A
Voile Roller,Sandshell,A
Voile Roller,White,A
Wave Roller,Ochre,B
Wave Roller,Rose,B
Wave Roller,Teal,B
Whisper Screen 3% Roller,Black,D
Whisper Screen 3% Roller,Black Pearl,D
Whisper Screen 3% Roller,White,D
Whisper Screen 3% Roller,White Grey,D
Whisper Screen 3% Roller,White Linen,D
Whisper Screen 3% Roller,White Pearl,D
Wild Garden Roller,Poppy,A
Willow BO Roller,Birch White,B
Willow BO Roller,Brazen Yellow,B
Willow BO Roller,Cool Blue,B
Willow BO Roller,Dusky Rose,B
Willow BO Roller,Morning Mist,B
Willow Roller,Snow,B
Windsor BO Roller,Blush,C
Windsor BO Roller,Navy,C
Windsor BO Roller,Oatmeal,C
Windsor BO Roller,Rust,C
Windsor BO Roller,Teal,C
Windsor BO Roller,Vine,C
Zayn Roller,Iron,C
Zayn Roller,Pearl,C
Zen BO Roller,Charcoal,C
Zen BO Roller,Kiwi,C
Zen BO Roller,Linen,C
Zen Louvolite Roller,Charcoal,
Zen Louvolite Roller,Kiwi,
Zen Louvolite Roller,Linen,
Zenith Roller,Mauve,D
Zephyr Roller,Cream,A
Zephyr Roller,Grey,A
Zephyr Roller,Linen,A
Zephyr Roller,White,A
Ziggy Roller,Charcoal,B
Acacia BO Perfect Fit Roller,Ebony,A
Ada Perfect Fit Roller,Blue,Elements
Ada Perfect Fit Roller,Cherry,Elements
Ada Perfect Fit Roller,White,Elements
Algarve Perfect Fit Roller,Autumn,B
Algarve Perfect Fit Roller,Spring,B
Algarve Perfect Fit Roller,Summer,B
Alta Blackout Perfect Fit Roller,Frost,D
Alta Blackout Perfect Fit Roller,Platinum,D
Alta Perfect Fit Roller,Ice,B
Alta Perfect Fit Roller,Silver,B
Argent BO Perfect Fit Roller,Champagne,E
Argent BO Perfect Fit Roller,Copper,E
Argent BO Perfect Fit Roller,Gold,E
Argent BO Perfect Fit Roller,Mercury,E
Artisan Perfect Fit Roller,Black,C
Artisan Perfect Fit Roller,Olive,C
Arundel Perfect Fit Roller,Charcoal,A
Arundel Perfect Fit Roller,Grey,A
Arundel Perfect Fit Roller,Ivory,A
Arundel Perfect Fit Roller,Taupe,A
Arundel Perfect Fit Roller,White,A
Aspect Perfect Fit Roller,Licorice,C
Aspect Perfect Fit Roller,Wheat,C
Aspect Perfect Fit Roller,Whisper Grey,C
Aspect Perfect Fit Roller,White,C
Aspen Perfect Fit Roller,Platinum,B
Aspen Perfect Fit Roller,Powder,B
Aspen Perfect Fit Roller,Sand,B
Aspen Perfect Fit Roller,Sky,B
Athena Perfect Fit Roller,Coral,B
Athena Perfect Fit Roller,Teal,B
Atlantex asc Perfect Fit Roller,Black,B
Atlantex asc Perfect Fit Roller,Cream,B
Atlantex asc Perfect Fit Roller,Dark Beige,B
Atlantex asc Perfect Fit Roller,Dark Blue,B
Atlantex asc Perfect Fit Roller,Grey,B
Atlantex asc Perfect Fit Roller,Navy,B
Atlantex asc Perfect Fit Roller,Pewter,B
Atlantex asc Perfect Fit Roller,Silver,B
Atlantex asc Perfect Fit Roller,Taupe,B
Atlantex asc Perfect Fit Roller,White,B
Atlantex Perfect Fit Roller,Black,A
Atlantex Perfect Fit Roller,Cream,A
Atlantex Perfect Fit Roller,Dark Beige,A
Atlantex Perfect Fit Roller,Dark Blue,A
Atlantex Perfect Fit Roller,Grey,A
Atlantex Perfect Fit Roller,Muted Gold,A
Atlantex Perfect Fit Roller,Navy,A
Atlantex Perfect Fit Roller,Pewter,A
Atlantex Perfect Fit Roller,Silver,A
Atlantex Perfect Fit Roller,Taupe,A
Atlantex Perfect Fit Roller,White,A
Autumn Perfect Fit Roller,White,C
Aveline Perfect Fit Roller,Iron,B
Aveline Perfect Fit Roller,Mauve,B
Aveline Perfect Fit Roller,Terracotta,B
Aveline Perfect Fit Roller,Yellow,B
Axel Perfect Fit Roller,Indigo,D
Axel Perfect Fit Roller,Plaster,D
Axel Perfect Fit Roller,Slate,D
Azalea BO Perfect Fit Roller,Pink,B
Bahama Perfect Fit Roller,White,B
Bamboo Louvolite Perfect Fit Roller,Pacific,A
Bamboo Perfect Fit Roller,Ivory,Elements
Bamboo Perfect Fit Roller,White,Elements
Banlight Fuo FR 3.0 Perfect Fit Roller,Anthracite,
Banlight Fuo FR 3.0 Perfect Fit Roller,Baby Lavender,
Banlight Fuo FR 3.0 Perfect Fit Roller,Biscotti,
Banlight Fuo FR 3.0 Perfect Fit Roller,Black,
Banlight Fuo FR 3.0 Perfect Fit Roller,Bright White,
Banlight Fuo FR 3.0 Perfect Fit Roller,Calico,
Banlight Fuo FR 3.0 Perfect Fit Roller,Charcoal,
Banlight Fuo FR 3.0 Perfect Fit Roller,Concrete,
Banlight Fuo FR 3.0 Perfect Fit Roller,Cream,
Banlight Fuo FR 3.0 Perfect Fit Roller,Desert Sage,
Banlight Fuo FR 3.0 Perfect Fit Roller,Dijon,
Banlight Fuo FR 3.0 Perfect Fit Roller,Glacier Blue,
Banlight Fuo FR 3.0 Perfect Fit Roller,Green,
Banlight Fuo FR 3.0 Perfect Fit Roller,Grey,
Banlight Fuo FR 3.0 Perfect Fit Roller,Iris,
Banlight Fuo FR 3.0 Perfect Fit Roller,Iron,
Banlight Fuo FR 3.0 Perfect Fit Roller,Lichen,
Banlight Fuo FR 3.0 Perfect Fit Roller,Linen,
Banlight Fuo FR 3.0 Perfect Fit Roller,Marina,
Banlight Fuo FR 3.0 Perfect Fit Roller,Navy,
Banlight Fuo FR 3.0 Perfect Fit Roller,Nude,
Banlight Fuo FR 3.0 Perfect Fit Roller,Ocean,
Banlight Fuo FR 3.0 Perfect Fit Roller,Old Gold,
Banlight Fuo FR 3.0 Perfect Fit Roller,Pale Grey,
Banlight Fuo FR 3.0 Perfect Fit Roller,Pearl,
Banlight Fuo FR 3.0 Perfect Fit Roller,Redcurrant,
Banlight Fuo FR 3.0 Perfect Fit Roller,Rose,
Banlight Fuo FR 3.0 Perfect Fit Roller,Sand,
Banlight Fuo FR 3.0 Perfect Fit Roller,Smokey Blue,
Banlight Fuo FR 3.0 Perfect Fit Roller,Stone Grey,
Banlight Fuo FR 3.0 Perfect Fit Roller,Taupe,
Banlight Fuo FR 3.0 Perfect Fit Roller,Teal,
Banlight Fuo FR 3.0 Perfect Fit Roller,Ultimate Grey,
Banlight Fuo FR 3.0 Perfect Fit Roller,Vanilla,
Banlight Fuo FR 3.0 Perfect Fit Roller,White,
Birdsong Perfect Fit Roller,Colour Crush,A
Birdsong Perfect Fit Roller,Daybreak,A
Birdsong Perfect Fit Roller,Midnight,A
Boleyn BO Perfect Fit Roller,Moonstone,A
Bonsai Perfect Fit Roller,Aspen,B
Bonsai Perfect Fit Roller,Fig,B
Bonsai Perfect Fit Roller,Magnolia,B
Bora Perfect Fit Roller,Cream,A
Bora Perfect Fit Roller,Grey,A
Bora Perfect Fit Roller,Linen,A
Bora Perfect Fit Roller,White,A
Boston FR Perfect Fit Roller,Black,B
Boston FR Perfect Fit Roller,Ecru,B
Boston FR Perfect Fit Roller,Shadow,B
Boston FR Perfect Fit Roller,Silk,B
Botanic Perfect Fit Roller,Rust,D
Botanic Perfect Fit Roller,Violet,D
Bounce Perfect Fit Roller,Pink,D
Bounce Perfect Fit Roller,Putty,D
Brighton Stripe BO Perfect Fit Roller,Charcoal,B
Bubbles Louvolite Perfect Fit Roller,White,
Bugs BO Perfect Fit Roller,Life,D
Burst Perfect Fit Roller,Citrus,D
Burst Perfect Fit Roller,Coral,D
Burst Perfect Fit Roller,Dusky Pink,D
Burst Perfect Fit Roller,Graphite,D
Burst Perfect Fit Roller,Teal,D
Cadence Perfect Fit Roller,Grey,A
Cadence Perfect Fit Roller,Natural,A
Cadence Perfect Fit Roller,White,A
Carnival BO Perfect Fit Roller,Anthracite,B
Carnival BO Perfect Fit Roller,Birch,B
Carnival BO Perfect Fit Roller,Bubblegum,B
Carnival BO Perfect Fit Roller,China White,B
Carnival BO Perfect Fit Roller,Cream,B
Carnival BO Perfect Fit Roller,Ecru,B
Carnival BO Perfect Fit Roller,Eden,B
Carnival BO Perfect Fit Roller,Ivory,B
Carnival BO Perfect Fit Roller,Kiwi,B
Carnival BO Perfect Fit Roller,Lily,B
Carnival BO Perfect Fit Roller,Luna,B
Carnival BO Perfect Fit Roller,Malbec,B
Carnival BO Perfect Fit Roller,Navy,B
Carnival BO Perfect Fit Roller,Nougat,B
Carnival BO Perfect Fit Roller,Ochre,B
Carnival BO Perfect Fit Roller,Pacific,B
Carnival BO Perfect Fit Roller,Papaya,B
Carnival BO Perfect Fit Roller,Pink,B
Carnival BO Perfect Fit Roller,Praline,B
Carnival BO Perfect Fit Roller,Purple,B
Carnival BO Perfect Fit Roller,Raven,B
Carnival BO Perfect Fit Roller,Red,B
Carnival BO Perfect Fit Roller,Sapphire,B
Carnival BO Perfect Fit Roller,Shadow,B
Carnival BO Perfect Fit Roller,Sky,B
Carnival BO Perfect Fit Roller,Sunset,B
Carnival BO Perfect Fit Roller,Taupe,B
Carnival BO Perfect Fit Roller,Teal,B
Carnival BO Perfect Fit Roller,Terracotta,B
Carnival BO Perfect Fit Roller,Willow,B
Carnival Perfect Fit Roller,Anthracite,A
Carnival Perfect Fit Roller,Birch,A
Carnival Perfect Fit Roller,Bubblegum,A
Carnival Perfect Fit Roller,China White,A
Carnival Perfect Fit Roller,Cream,A
Carnival Perfect Fit Roller,Ecru,A
Carnival Perfect Fit Roller,Eden,A
Carnival Perfect Fit Roller,Ivory,A
Carnival Perfect Fit Roller,Kiwi,A
Carnival Perfect Fit Roller,Lily,A
Carnival Perfect Fit Roller,Luna,A
Carnival Perfect Fit Roller,Malbec,A
Carnival Perfect Fit Roller,Navy,A
Carnival Perfect Fit Roller,Nougat,A
Carnival Perfect Fit Roller,Ochre,A
Carnival Perfect Fit Roller,Pacific,A
Carnival Perfect Fit Roller,Papaya,A
Carnival Perfect Fit Roller,Pink,A
Carnival Perfect Fit Roller,Praline,A
Carnival Perfect Fit Roller,Raven,A
Carnival Perfect Fit Roller,Red,A
Carnival Perfect Fit Roller,Sapphire,A
Carnival Perfect Fit Roller,Shadow,A
Carnival Perfect Fit Roller,Sky,A
Carnival Perfect Fit Roller,Sunset,A
Carnival Perfect Fit Roller,Taupe,A
Carnival Perfect Fit Roller,Teal,A
Carnival Perfect Fit Roller,Terracotta,A
Carnival Perfect Fit Roller,Willow,A
Carter Perfect Fit Roller,Chilli,D
Carter Perfect Fit Roller,Cinnamon,D
Carter Perfect Fit Roller,Matcha,D
Carter Perfect Fit Roller,Neutral,D
Carter Perfect Fit Roller,Pewter,D
Caspian Perfect Fit Roller,Beige,Elements
Caspian Perfect Fit Roller,Cream,Elements
Caspian Perfect Fit Roller,Iron,Elements
Caspian Perfect Fit Roller,White,Elements
Charm Blackout Perfect Fit Roller,Beige,C
Charm Blackout Perfect Fit Roller,Grey,C
Charm Blackout Perfect Fit Roller,Ivory,C
Charm Blackout Perfect Fit Roller,White,C
Charm Perfect Fit Roller,Beige,Elements
Charm Perfect Fit Roller,Grey,Elements
Charm Perfect Fit Roller,White,Elements
Chatsworth Perfect Fit Roller,Grey,A
Chatsworth Perfect Fit Roller,White,A
Cherry Blossom Perfect Fit Roller,Misty Blue,D
Chester Perfect Fit Roller,Clay,D
Chester Perfect Fit Roller,Gold,D
Chester Perfect Fit Roller,Jade,D
Chester Perfect Fit Roller,Ruby,D
Chindi Blackout Perfect Fit Roller,Navy,D
Chindi Blackout Perfect Fit Roller,Ochre,D
Clarice Perfect Fit Roller,Azure,C
Clarice Perfect Fit Roller,Fern,C
Clarice Perfect Fit Roller,Pewter,C
Clarice Perfect Fit Roller,Plum,C
Claudia Perfect Fit Roller,Bubblegum,C
Claudia Perfect Fit Roller,Dill,C
Claudia Perfect Fit Roller,Grape,C
Coast Perfect Fit Roller,Lavender,B
Coast Perfect Fit Roller,Mist,B
Collina BO Perfect Fit Roller,Champagne Fizz,E
Collina BO Perfect Fit Roller,Diamond Dust,E
Collina BO Perfect Fit Roller,Lilypad,E
Collina BO Perfect Fit Roller,Moonlight Mink,E
Como BO Perfect Fit Roller,Bella,C
Como Perfect Fit Roller,Lago,B
Como Perfect Fit Roller,Ocra,B
Como Perfect Fit Roller,Verde,B
Corsica Cream Perfect Fit Roller,Cream,
Corsica Cream Perfect Fit Roller,Grey,
Corsica Cream Perfect Fit Roller,Ivory,
Corsica Cream Perfect Fit Roller,White,
Cotton Flower Perfect Fit Roller,Blush,B
Cotton Flower Perfect Fit Roller,Mineral,B
Cotton Flower Perfect Fit Roller,Ochre,B
Courtney Perfect Fit Roller,Apricot,B
Courtney Perfect Fit Roller,Blush,B
Courtney Perfect Fit Roller,Lilac,B
Courtney Perfect Fit Roller,Smoke,B
Crush BO Perfect Fit Roller,Chateau Grey,E
Crush BO Perfect Fit Roller,Cornish Blue,E
Crush BO Perfect Fit Roller,London Slate,E
Crush BO Perfect Fit Roller,Nordic Mist,E
Crush BO Perfect Fit Roller,Whistler White,E
Cubik Perfect Fit Roller,Ivory,B
Cubik Perfect Fit Roller,Navy,B
Cubik Perfect Fit Roller,Snow,B
Dahlia BO Perfect Fit Roller,Blue,C
Dahlia BO Perfect Fit Roller,Blush,C
Daisy BO Perfect Fit Roller,Khaki,C
Daisy BO Perfect Fit Roller,Linen,C
Daisy BO Perfect Fit Roller,Pink,C
Damani Perfect Fit Roller,Blue,D
Damani Perfect Fit Roller,Rouge,D
Damask BO Perfect Fit Roller,Stone,D
Dapple Spc Plus Perfect Fit Roller,Chalk,
Dapple Spc Plus Perfect Fit Roller,Charcoal,
Dapple Spc Plus Perfect Fit Roller,Flint,
Dapple Spc Plus Perfect Fit Roller,Royal Blue,
Dapple Spc Plus Perfect Fit Roller,White,
Daybreak Louvolite Perfect Fit Roller,Alabaster,
Daybreak Louvolite Perfect Fit Roller,Ash,
Daybreak Louvolite Perfect Fit Roller,Black,
Daybreak Louvolite Perfect Fit Roller,Flint,
Daybreak Louvolite Perfect Fit Roller,Mink,
Daybreak Louvolite Perfect Fit Roller,Mocha,
Daybreak Louvolite Perfect Fit Roller,Mushroom,
Daybreak Louvolite Perfect Fit Roller,Stone,
Daybreak Louvolite Perfect Fit Roller,Storm,
Daybreak Louvolite Perfect Fit Roller,White,
Didsbury BO Perfect Fit Roller,Grey,C
Didsbury BO Perfect Fit Roller,Navy,C
Didsbury BO Perfect Fit Roller,Oatmeal,C
Dinosaurs BO Perfect Fit Roller,Prehistoric,B
Draper Perfect Fit Roller,Black,B
Draper Perfect Fit Roller,Ochre,B
Dreamy Perfect Fit Roller,Pastel,D
Dune Louvolite Perfect Fit Roller,Linen,
Dunham BO Perfect Fit Roller,Natural,C
Dunham BO Perfect Fit Roller,Ochre,C
Dunham BO Perfect Fit Roller,Slate,C
Dunham BO Perfect Fit Roller,Terracotta,C
Elegance Blackout Perfect Fit Roller,Gold,D
Elegance Blackout Perfect Fit Roller,Pearl,D
Elegance Blackout Perfect Fit Roller,Silver,D
Elegance Perfect Fit Roller,Gold,D
Elegance Perfect Fit Roller,Pearl,D
Elegance Perfect Fit Roller,Silver,D
Elliot Perfect Fit Roller,Cyan,D
Elliot Perfect Fit Roller,Nude,D
Elliot Perfect Fit Roller,Taupe,D
Elsie Perfect Fit Roller,Sage,D
Emelina Perfect Fit Roller,Berry,D
Emelina Perfect Fit Roller,Ochre,D
Emelina Perfect Fit Roller,Paprika,D
Emelina Perfect Fit Roller,Sea Foam,D
Euan Perfect Fit Roller,Barley,C
Euan Perfect Fit Roller,Monochrome,C
Euan Perfect Fit Roller,Pumpkin,C
Euan Perfect Fit Roller,Wine,C
Evita Perfect Fit Roller,Linen,Elements
Evita Perfect Fit Roller,White,Elements
Ex-Lite BO Perfect Fit Roller,Anthracite,B
Ex-Lite BO Perfect Fit Roller,Bisque,B
Ex-Lite BO Perfect Fit Roller,Black,B
Ex-Lite BO Perfect Fit Roller,Canvas,B
Ex-Lite BO Perfect Fit Roller,Cream,B
Ex-Lite BO Perfect Fit Roller,Healthcare Blue,B
Ex-Lite BO Perfect Fit Roller,Healthcare Green,B
Ex-Lite BO Perfect Fit Roller,Light Grey,B
Ex-Lite BO Perfect Fit Roller,Navy,B
Ex-Lite BO Perfect Fit Roller,Putty,B
Ex-Lite BO Perfect Fit Roller,Slate,B
Ex-Lite BO Perfect Fit Roller,Snow,B
Ex-Lite BO Perfect Fit Roller,White,B
Felix asc Perfect Fit Roller,Coffee,D
Felix asc Perfect Fit Roller,Fire,D
Felix asc Perfect Fit Roller,Fuchsia,D
Felix asc Perfect Fit Roller,Silver,D
Felix asc Perfect Fit Roller,Teal,D
Fiji Louvolite Perfect Fit Roller,Green,
Fiji Louvolite Perfect Fit Roller,Sand,
Fiji Louvolite Perfect Fit Roller,Slate,
Florence Blackout Perfect Fit Roller,Grey,C
Florence Blackout Perfect Fit Roller,White,C
Florence BO Perfect Fit Roller,Cathedral Grey,A
Florence BO Perfect Fit Roller,Persian Blue,A
Florence BO Perfect Fit Roller,Tapestry Beige,A
Florence BO Perfect Fit Roller,Terracotta,A
Florence BO Perfect Fit Roller,Topiary,A
Florence Perfect Fit Roller,Green,A
Florence Perfect Fit Roller,Peach,A
Florence Perfect Fit Roller,Stone,A
Florence Perfect Fit Roller,White,A
Florentina Perfect Fit Roller,Indigo,C
Florentina Perfect Fit Roller,Iris,C
Florentina Perfect Fit Roller,Rust,C
Flores Perfect Fit Roller,Autumn,A
Flores Perfect Fit Roller,Spring,A
Foss Perfect Fit Roller,Blush,D
Foss Perfect Fit Roller,Elephant,D
Fuchsia Swingtime Blackout PF Roller,Emerald,
Fuchsia Swingtime Blackout PF Roller,Ink,
Fuchsia Swingtime Blackout PF Roller,Pink,
Fuchsia Swingtime Blackout PF Roller,Saffron,
Fuchsia Swingtime Blackout PF Roller,Vintage,
Fuse Perfect Fit Roller,Gold,C
Fuse Perfect Fit Roller,Silver,C
Fuse Perfect Fit Roller,Tinsel,C
Gingham Perfect Fit Roller,Evergreen,C
Gingham Perfect Fit Roller,Marine,C
Gingham Perfect Fit Roller,Red,C
Gingko Louvolite Perfect Fit Roller,Inky Blue,
Glee Perfect Fit Roller,Mono,B
Glitz Perfect Fit Roller,Silver,D
Glitz Perfect Fit Roller,White,D
Gracie Perfect Fit Roller,Sunshine,D
Guardian Perfect Fit Roller,Chalk,A
Guardian Perfect Fit Roller,Charcoal,A
Guardian Perfect Fit Roller,Flint,A
Guardian Perfect Fit Roller,Jet Black,A
Guardian Perfect Fit Roller,Parchment,A
Guardian Perfect Fit Roller,Silver,A
Guardian Perfect Fit Roller,White,A
Hampton Perfect Fit Roller,Beach Cove,D
Hampton Perfect Fit Roller,Boat House,D
Hampton Perfect Fit Roller,Picket Fence,D
Hampton Perfect Fit Roller,Sea Breeze,D
Hampton Perfect Fit Roller,Silver Sand,D
Haven  Perfect Fit Roller,Oatmeal,B
Haven BO Perfect Fit Roller,Oatmeal,D
Herringbone Perfect Fit Roller,Stone,D
Ida Perfect Fit Roller,Cappuccino,A
Ida Perfect Fit Roller,Emerald,A
Ida Perfect Fit Roller,Yellow,A
Ignite Perfect Fit Roller,Grape,A
Ignite Perfect Fit Roller,Lavender,A
Ignite Perfect Fit Roller,Sea Foam,A
Impasto Perfect Fit Roller,Charcoal,D
Impasto Perfect Fit Roller,Denim,D
Impasto Perfect Fit Roller,Kelp,D
Impasto Perfect Fit Roller,Sunshine,D
Java Perfect Fit Roller,Anthracite,A
Java Perfect Fit Roller,Cream,A
Java Perfect Fit Roller,Linen,A
Java Perfect Fit Roller,White,A
Jax Perfect Fit Roller,Forest,D
Jax Perfect Fit Roller,Mono,D
Jax Perfect Fit Roller,Orange,D
Jax Perfect Fit Roller,Wheat,D
Jude Perfect Fit Roller,Candyfloss,A
Jude Perfect Fit Roller,Crimson,A
Jude Perfect Fit Roller,Ivory,A
Jude Perfect Fit Roller,Malt,A
Kaeda Perfect Fit Roller,Amber,D
Kaeda Perfect Fit Roller,Amethyst,D
Kaeda Perfect Fit Roller,Aquamarine,D
Kaeda Perfect Fit Roller,Quartz,D
Kaeda Perfect Fit Roller,Sapphire,D
Kaleidoscope Louvolite PF Roller,Colour,
Kent Perfect Fit Roller,Pecan,E
Kent Perfect Fit Roller,Silver,E
Kona Perfect Fit Roller,Cream,A
Kona Perfect Fit Roller,Denim,A
Kona Perfect Fit Roller,Grey,A
Kona Perfect Fit Roller,White,A
Kumano BO Perfect Fit Roller,Duck Egg,E
Kumano BO Perfect Fit Roller,Gold,E
Kylen Perfect Fit Roller,Ether,B
Kylen Perfect Fit Roller,Green,B
Kylen Perfect Fit Roller,Natural,B
Lacie Perfect Fit Roller,Grey,C
Lacie Perfect Fit Roller,Sand,C
Lacie Perfect Fit Roller,White,C
Lagan asc Perfect Fit Roller,Noir,B
Lagan asc Perfect Fit Roller,Petrol,B
Lagan asc Perfect Fit Roller,Sand,B
Lagan asc Perfect Fit Roller,Teal,B
Layla Perfect Fit Roller,Bronze,C
Layla Perfect Fit Roller,Pearl,C
Layla Perfect Fit Roller,Sparkle,C
Liberty Perfect Fit Roller,Ocean,D
Lily Perfect Fit Roller,Mellow Sage,A
Lily Perfect Fit Roller,Muted Duckegg,A
Lily Perfect Fit Roller,Spring Blossom,A
Lina Perfect Fit Roller,Biscuit,C
Lina Perfect Fit Roller,Red,C
Lina Perfect Fit Roller,Royal,C
Linenweave Blackout Perfect Fit Roller,Charcoal,D
Linenweave Blackout Perfect Fit Roller,Flax,D
Linenweave Blackout Perfect Fit Roller,Iron,D
Linenweave Blackout Perfect Fit Roller,Moonstone,D
Linenweave Blackout Perfect Fit Roller,Sand,D
Linenweave Perfect Fit Roller,Charcoal,B
Linenweave Perfect Fit Roller,Flax,B
Linenweave Perfect Fit Roller,Iron,B
Linenweave Perfect Fit Roller,Moonstone,B
Linenweave Perfect Fit Roller,Sand,B
Little Friends BO Perfect Fit Roller,Cream,
Livia asc Perfect Fit Roller,Coffee,C
Livia asc Perfect Fit Roller,Cotton,C
Livia asc Perfect Fit Roller,Emerald,C
Livia asc Perfect Fit Roller,Mandarin,C
Livia asc Perfect Fit Roller,Yellow,C
Lomond BO Perfect Fit Roller,Wild Hare,A
Mabel Perfect Fit Roller,Grey,D
Mabel Perfect Fit Roller,Olive,D
Maeve Perfect Fit Roller,Cornflower,B
Maeve Perfect Fit Roller,Green,B
Maeve Perfect Fit Roller,Ruby,B
Maggie Perfect Fit Roller,Marine,C
Maggie Perfect Fit Roller,Natural,C
Maggie Perfect Fit Roller,Ochre,C
Maggie Perfect Fit Roller,Scarlett,C
Magical Perfect Fit Roller,Grey,D
Magical Perfect Fit Roller,Ocean Blue,D
Magnolia BO Perfect Fit Roller,Inky,E
Magnolia BO Perfect Fit Roller,Mineral,E
Magnolia BO Perfect Fit Roller,Pipin,E
Magnolia BO Perfect Fit Roller,Rosa,E
Makira Perfect Fit Roller,Cloud Cream,C
Makira Perfect Fit Roller,Glacier,C
Makira Perfect Fit Roller,Tiger,C
Marble BO Perfect Fit Roller,Silver,C
Marcia Blackout Perfect Fit Roller,Amber,
Marcia Blackout Perfect Fit Roller,Natural,
Marcia Blackout Perfect Fit Roller,Pink,
Marcia Blackout Perfect Fit Roller,Teal,
Marea Perfect Fit Roller,Black,A
Marea Perfect Fit Roller,Cornsilk,A
Marea Perfect Fit Roller,Latte,A
Mariella Perfect Fit Roller,Charcoal,B
Mariella Perfect Fit Roller,Pepper,B
Matrix BO Perfect Fit Roller,Calico,B
Matrix BO Perfect Fit Roller,Flax,B
Matrix BO Perfect Fit Roller,Hessian,B
Matrix BO Perfect Fit Roller,Monochrome,B
Matrix BO Perfect Fit Roller,Reed,B
Maverick Perfect Fit Roller,Mushroom,D
Melody Perfect Fit Roller,Grey,D
Melody Perfect Fit Roller,Sand,D
Mistral Perfect Fit Roller,Charcoal,A
Mistral Perfect Fit Roller,Grey,A
Mistral Perfect Fit Roller,Linen,A
Mistral Perfect Fit Roller,White,A
Miya Perfect Fit Roller,Coal,A
Miya Perfect Fit Roller,Grass,A
Molina Perfect Fit Roller,White,B
Molly Perfect Fit Roller,Coral,D
Monet Perfect Fit Roller,Bloom,
