system,band,width_mm,drop_mm,price
89mm,D,1000,2700,274.0
89mm,D,1300,2700,329.0
89mm,D,1500,2700,372.0
89mm,D,1700,2700,417.0
89mm,D,1900,2700,457.0
89mm,D,2100,2700,497.0
89mm,D,2300,2700,541.0
89mm,D,2500,2700,579.0
89mm,D,2700,2700,621.0
89mm,D,2900,2700,661.0
89mm,D,3100,2700,696.0
89mm,D,3300,2700,707.0
89mm,D,3500,2700,723.0
89mm,D,3750,2700,749.0
89mm,D,1000,2900,284.0
89mm,D,1300,2900,333.0
89mm,D,1500,2900,387.0
89mm,D,1700,2900,425.0
89mm,D,1900,2900,472.0
89mm,D,2100,2900,512.0
89mm,D,2300,2900,552.0
89mm,D,2500,2900,599.0
89mm,D,2700,2900,639.0
89mm,D,2900,2900,679.0
89mm,D,3100,2900,715.0
89mm,D,3300,2900,726.0
89mm,D,3500,2900,743.0
89mm,D,3750,2900,771.0
89mm,D,1000,3100,294.0
89mm,D,1300,3100,345.0
89mm,D,1500,3100,395.0
89mm,D,1700,3100,435.0
89mm,D,1900,3100,476.0
89mm,D,2100,3100,530.0
89mm,D,2300,3100,571.0
89mm,D,2500,3100,615.0
89mm,D,2700,3100,658.0
89mm,D,2900,3100,697.0
89mm,D,3100,3100,732.0
89mm,D,3300,3100,741.0
89mm,D,3500,3100,769.0
89mm,D,3750,3100,791.0
89mm,D,1000,3300,300.0
89mm,D,1300,3300,352.0
89mm,D,1500,3300,402.0
89mm,D,1700,3300,450.0
89mm,D,1900,3300,491.0
89mm,D,2100,3300,537.0
89mm,D,2300,3300,581.0
89mm,D,2500,3300,625.0
89mm,D,2700,3300,672.0
89mm,D,2900,3300,717.0
89mm,D,3100,3300,749.0
89mm,D,3300,3300,766.0
89mm,D,3500,3300,786.0
89mm,D,3750,3300,811.0
89mm,D,1000,3500,303.0
89mm,D,1300,3500,361.0
89mm,D,1500,3500,418.0
89mm,D,1700,3500,457.0
89mm,D,1900,3500,501.0
89mm,D,2100,3500,554.0
89mm,D,2300,3500,599.0
89mm,D,2500,3500,641.0
89mm,D,2700,3500,690.0
89mm,D,2900,3500,735.0
89mm,D,3100,3500,771.0
89mm,D,3300,3500,781.0
89mm,D,3500,3500,804.0
89mm,D,3750,3500,828.0
89mm,D,1000,3700,311.0
89mm,D,1300,3700,372.0
89mm,D,1500,3700,423.0
