system,band,width_mm,drop_mm,price
Standard,D,1372,914,73.08
Standard,D,1524,914,76.41
Standard,D,1676,914,79.72
Standard,D,1829,914,83.05
Standard,D,1981,914,96.32
Standard,D,2134,914,112.93
Standard,D,2438,914,129.53
Standard,D,2913,914,146.13
Standard,D,3048,914,162.73
Standard,D,3300,914,179.32
Standard,D,3500,914,195.96
Standard,D,610,1067,61.43
Standard,D,762,1067,64.76
Standard,D,914,1067,68.09
Standard,D,1067,1067,71.42
Standard,D,1219,1067,74.73
Standard,D,1372,1067,78.06
Standard,D,1524,1067,81.37
Standard,D,1676,1067,84.7
Standard,D,1829,1067,88.01
Standard,D,1981,1067,101.3
Standard,D,2134,1067,117.87
Standard,D,2438,1067,134.51
Standard,D,2913,1067,151.11
Standard,D,3048,1067,167.69
Standard,D,3300,1067,184.32
Standard,D,3500,1067,200.95
Standard,D,610,1219,69.74
Standard,D,762,1219,73.08
Standard,D,914,1219,76.41
Standard,D,1067,1219,79.72
Standard,D,1219,1219,83.05
Standard,D,1372,1219,86.33
Standard,D,1524,1219,89.67
Standard,D,1676,1219,92.97
Standard,D,1829,1219,96.32
Standard,D,1981,1219,109.6
Standard,D,2134,1219,126.21
Standard,D,2438,1219,142.78
Standard,D,2913,1219,159.41
Standard,D,3048,1219,176.02
Standard,D,3300,1219,192.64
Standard,D,3500,1219,209.23
Standard,D,610,1524,78.06
Standard,D,762,1524,81.37
Standard,D,914,1524,84.7
Standard,D,1067,1524,88.01
Standard,D,1219,1524,91.34
Standard,D,1372,1524,94.66
Standard,D,1524,1524,97.98
Standard,D,1676,1524,101.3
Standard,D,1829,1524,104.62
Standard,D,1981,1524,117.87
Standard,D,2134,1524,134.51
Standard,D,2438,1524,151.11
Standard,D,2913,1524,167.69
Standard,D,3048,1524,184.32
Standard,D,3300,1524,200.95
Standard,D,3500,1524,217.53
Standard,D,610,1829,88.01
Standard,D,762,1829,91.34
Standard,D,914,1829,94.66
Standard,D,1067,1829,97.98
Standard,D,1219,1829,101.3
Standard,D,1372,1829,104.62
Standard,D,1524,1829,107.96
Standard,D,1676,1829,111.27
Standard,D,1829,1829,114.57
Standard,D,1981,1829,142.78
Standard,D,2134,1829,159.41
Standard,D,2438,1829,176.02
Standard,D,2913,1829,192.64
Standard,D,3048,1829,209.23
Standard,D,3300,1829,232.5
Standard,D,3500,1829,249.09
Standard,D,610,2134,97.98
Standard,D,762,2134,101.3
Standard,D,914,2134,104.62
Standard,D,1067,2134,107.96
Standard,D,1219,2134,111.27
Standard,D,1372,2134,114.57
Standard,D,1524,2134,117.87
Standard,D,1676,2134,121.22
Standard,D,1829,2134,124.55
Standard,D,1981,2134,152.78
Standard,D,2134,2134,169.37
Standard,D,2438,2134,185.99
Standard,D,2913,2134,202.57
Standard,D,3048,2134,219.19
Standard,D,3300,2134,242.47
Standard,D,3500,2134,259.03
Standard,D,610,2438,109.6
Standard,D,762,2438,112.93
Standard,D,914,2438,116.25
Standard,D,1067,2438,119.57
Standard,D,1219,2438,122.86
Standard,D,1372,2438,126.21
Standard,D,1524,2438,129.53
Standard,D,1676,2438,132.86
Standard,D,1829,2438,136.16
Standard,D,1981,2438,169.37
Standard,D,2134,2438,185.99
Standard,D,2438,2438,202.57
Standard,D,2913,2438,219.19
Standard,D,3048,2438,235.81
Standard,D,3300,2438,259.03
Standard,D,3500,2438,275.67
Standard,D,610,2913,122.86
Standard,D,762,2913,126.21
Standard,D,914,2913,129.53
Standard,D,1067,2913,132.86
Standard,D,1219,2913,136.16
Standard,D,1372,2913,139.49
Standard,D,1524,2913,142.78
Standard,D,1676,2913,146.13
Standard,D,1829,2913,149.47
Standard,D,1981,2913,185.99
Standard,D,2134,2913,202.57
Standard,D,2438,2913,219.19
Standard,D,2913,2913,235.81
Standard,D,3048,2913,252.42
Standard,D,3300,2913,275.67
Standard,D,3500,2913,292.26
Standard,D,610,3250,136.16
Standard,D,762,3250,139.49
Standard,D,914,3250,142.78
Standard,D,1067,3250,146.13
Standard,D,1219,3250,149.47
Standard,D,1372,3250,152.78
Standard,D,1524,3250,156.11
Standard,D,1676,3250,159.41
Standard,D,1829,3250,162.73
Standard,D,1981,3250,199.26
Standard,D,2134,3250,205.93
Standard,D,2438,3250,222.49
Standard,D,2913,3250,239.12
Standard,D,3048,3250,255.73
Standard,D,3300,3250,278.97
Standard,D,3500,3250,303.88
Standard,D,610,3500,149.47
Standard,D,762,3500,152.78
Standard,D,914,3500,156.11
Standard,D,1067,3500,159.41
Standard,D,1219,3500,162.73
Standard,D,1372,3500,166.05
Standard,D,1524,3500,169.37
Standard,D,1676,3500,172.73
Standard,D,1829,3500,176.02
Standard,D,1981,3500,212.57
Standard,D,2134,3500,220.84
Standard,D,2438,3500,234.17
Standard,D,2913,3500,240.76
Standard,D,3048,3500,259.03
Standard,D,3300,3500,293.95
Standard,D,3500,3500,338.78
Standard,E,610,610,49.81
Standard,E,762,610,54.77
Standard,E,914,610,59.78
Standard,E,1067,610,64.76
Standard,E,1219,610,69.74
Standard,E,1372,610,74.73
Standard,E,1524,610,79.72
Standard,E,1676,610,84.7
Standard,E,1829,610,89.67
Standard,E,1981,610,107.96
Standard,E,2134,610,124.55
Standard,E,2438,610,149.47
Standard,E,2913,610,174.36
Standard,E,3048,610,199.26
Standard,E,3300,610,222.49
Standard,E,3500,610,239.12
Standard,E,610,762,53.14
Standard,E,762,762,58.15
Standard,E,914,762,63.09
Standard,E,1067,762,68.09
Standard,E,1219,762,73.08
Standard,E,1372,762,78.06
Standard,E,1524,762,83.05
Standard,E,1676,762,88.01
Standard,E,1829,762,92.97
Standard,E,1981,762,111.27
Standard,E,2134,762,127.85
Standard,E,2438,762,152.78
Standard,E,2913,762,177.69
Standard,E,3048,762,202.57
Standard,E,3300,762,225.84
Standard,E,3500,762,242.47
Standard,E,610,914,58.15
Standard,E,762,914,61.43
Standard,E,914,914,66.42
Standard,E,1067,914,71.42
Standard,E,1219,914,76.41
Standard,E,1372,914,81.37
Standard,E,1524,914,86.33
Standard,E,1676,914,91.34
Standard,E,1829,914,96.32
Standard,E,1981,914,119.57
Standard,E,2134,914,136.16
Standard,E,2438,914,161.08
Standard,E,2913,914,185.99
Standard,E,3048,914,210.91
Standard,E,3300,914,234.17
Standard,E,3500,914,250.74
Standard,E,610,1067,63.09
Standard,E,762,1067,64.76
Standard,E,914,1067,69.74
Standard,E,1067,1067,74.73
Standard,E,1219,1067,79.72
Standard,E,1372,1067,84.7
Standard,E,1524,1067,89.67
Standard,E,1676,1067,94.66
Standard,E,1829,1067,99.63
Standard,E,1981,1067,127.85
Standard,E,2134,1067,144.49
Standard,E,2438,1067,169.37
Standard,E,2913,1067,194.31
Standard,E,3048,1067,219.19
Standard,E,3300,1067,242.47
Standard,E,3500,1067,259.03
Standard,E,610,1219,73.08
Standard,E,762,1219,76.41
Standard,E,914,1219,79.72
Standard,E,1067,1219,83.05
Standard,E,1219,1219,86.33
Standard,E,1372,1219,88.01
Standard,E,1524,1219,92.97
Standard,E,1676,1219,97.98
Standard,E,1829,1219,102.93
Standard,E,1981,1219,136.16
Standard,E,2134,1219,152.78
Standard,E,2438,1219,177.69
Standard,E,2913,1219,202.57
Standard,E,3048,1219,227.48
Standard,E,3300,1219,250.74
Standard,E,3500,1219,267.34
Standard,E,610,1524,83.05
Standard,E,762,1524,86.33
Standard,E,914,1524,89.67
Standard,E,1067,1524,92.97
Standard,E,1219,1524,96.32
Standard,E,1372,1524,99.63
Standard,E,1524,1524,102.93
Standard,E,1676,1524,106.28
Standard,E,1829,1524,109.6
Standard,E,1981,1524,144.49
Standard,E,2134,1524,161.08
Standard,E,2438,1524,185.99
Standard,E,2913,1524,210.91
Standard,E,3048,1524,235.81
Standard,E,3300,1524,259.03
