system,band,width_mm,drop_mm,price
Standard Cord Freehang,C,850,200,109.0
Standard Cord Freehang,C,1000,200,116.0
Standard Cord Freehang,C,1150,200,118.0
Standard Cord Freehang,C,1300,200,126.0
Standard Cord Freehang,C,1450,200,130.0
Standard Cord Freehang,C,1600,200,140.0
Standard Cord Freehang,C,1750,200,147.0
Standard Cord Freehang,C,1900,200,155.0
Standard Cord Freehang,C,2050,200,164.0
Standard Cord Freehang,C,2200,200,173.0
Standard Cord Freehang,C,2350,200,182.0
Standard Cord Freehang,C,2500,200,191.0
Standard Cord Freehang,C,2650,200,202.0
Standard Cord Freehang,C,2800,200,212.0
Standard Cord Freehang,C,3000,200,224.0
Standard Cord Freehang,C,250,400,99.0
Standard Cord Freehang,C,400,400,104.0
Standard Cord Freehang,C,550,400,107.0
Standard Cord Freehang,C,700,400,112.0
Standard Cord Freehang,C,850,400,116.0
Standard Cord Freehang,C,1000,400,121.0
Standard Cord Freehang,C,1150,400,129.0
Standard Cord Freehang,C,1300,400,136.0
Standard Cord Freehang,C,1450,400,144.0
Standard Cord Freehang,C,1600,400,151.0
Standard Cord Freehang,C,1750,400,162.0
Standard Cord Freehang,C,1900,400,172.0
Standard Cord Freehang,C,2050,400,180.0
Standard Cord Freehang,C,2200,400,190.0
Standard Cord Freehang,C,2350,400,200.0
Standard Cord Freehang,C,2500,400,211.0
Standard Cord Freehang,C,2650,400,223.0
Standard Cord Freehang,C,2800,400,234.0
Standard Cord Freehang,C,3000,400,246.0
Standard Cord Freehang,C,250,600,102.0
Standard Cord Freehang,C,400,600,109.0
Standard Cord Freehang,C,550,600,113.0
Standard Cord Freehang,C,700,600,117.0
Standard Cord Freehang,C,850,600,121.0
Standard Cord Freehang,C,1000,600,130.0
Standard Cord Freehang,C,1150,600,140.0
Standard Cord Freehang,C,1300,600,148.0
Standard Cord Freehang,C,1450,600,156.0
Standard Cord Freehang,C,1600,600,165.0
Standard Cord Freehang,C,1750,600,180.0
Standard Cord Freehang,C,1900,600,189.0
Standard Cord Freehang,C,2050,600,200.0
Standard Cord Freehang,C,2200,600,210.0
Standard Cord Freehang,C,2350,600,221.0
Standard Cord Freehang,C,2500,600,233.0
Standard Cord Freehang,C,2650,600,245.0
Standard Cord Freehang,C,2800,600,259.0
Standard Cord Freehang,C,3000,600,272.0
Standard Cord Freehang,C,250,800,107.0
Standard Cord Freehang,C,400,800,113.0
Standard Cord Freehang,C,550,800,118.0
Standard Cord Freehang,C,700,800,123.0
Standard Cord Freehang,C,850,800,129.0
Standard Cord Freehang,C,1000,800,143.0
Standard Cord Freehang,C,1150,800,150.0
Standard Cord Freehang,C,1300,800,160.0
Standard Cord Freehang,C,1450,800,170.0
Standard Cord Freehang,C,1600,800,181.0
Standard Cord Freehang,C,1750,800,198.0
Standard Cord Freehang,C,1900,800,208.0
Standard Cord Freehang,C,2050,800,218.0
Standard Cord Freehang,C,2200,800,231.0
Standard Cord Freehang,C,2350,800,242.0
Standard Cord Freehang,C,2500,800,256.0
Standard Cord Freehang,C,2650,800,269.0
Standard Cord Freehang,C,2800,800,283.0
Standard Cord Freehang,C,3000,800,297.0
Standard Cord Freehang,C,250,1000,112.0
Standard Cord Freehang,C,400,1000,118.0
Standard Cord Freehang,C,550,1000,123.0
Standard Cord Freehang,C,700,1000,130.0
Standard Cord Freehang,C,850,1000,140.0
Standard Cord Freehang,C,1000,1000,150.0
Standard Cord Freehang,C,1150,1000,160.0
Standard Cord Freehang,C,1300,1000,175.0
Standard Cord Freehang,C,1450,1000,184.0
Standard Cord Freehang,C,1600,1000,197.0
Standard Cord Freehang,C,1750,1000,214.0
Standard Cord Freehang,C,1900,1000,226.0
Standard Cord Freehang,C,2050,1000,238.0
Standard Cord Freehang,C,2200,1000,250.0
Standard Cord Freehang,C,2350,1000,264.0
Standard Cord Freehang,C,2500,1000,277.0
Standard Cord Freehang,C,2650,1000,292.0
Standard Cord Freehang,C,2800,1000,307.0
Standard Cord Freehang,C,3000,1000,323.0
Standard Cord Freehang,C,250,1200,117.0
Standard Cord Freehang,C,400,1200,126.0
Standard Cord Freehang,C,550,1200,132.0
Standard Cord Freehang,C,700,1200,144.0
Standard Cord Freehang,C,850,1200,150.0
Standard Cord Freehang,C,1000,1200,164.0
Standard Cord Freehang,C,1150,1200,178.0
Standard Cord Freehang,C,1300,1200,189.0
Standard Cord Freehang,C,1450,1200,205.0
Standard Cord Freehang,C,1600,1200,220.0
Standard Cord Freehang,C,1750,1200,240.0
Standard Cord Freehang,C,1900,1200,253.0
Standard Cord Freehang,C,2050,1200,266.0
Standard Cord Freehang,C,2200,1200,279.0
Standard Cord Freehang,C,2350,1200,294.0
Standard Cord Freehang,C,2500,1200,309.0
Standard Cord Freehang,C,2650,1200,325.0
Standard Cord Freehang,C,2800,1200,343.0
Standard Cord Freehang,C,3000,1200,360.0
Standard Cord Freehang,C,250,1400,123.0
Standard Cord Freehang,C,400,1400,135.0
Standard Cord Freehang,C,550,1400,146.0
Standard Cord Freehang,C,700,1400,155.0
Standard Cord Freehang,C,850,1400,164.0
Standard Cord Freehang,C,1000,1400,180.0
Standard Cord Freehang,C,1150,1400,194.0
Standard Cord Freehang,C,1300,1400,210.0
Standard Cord Freehang,C,1450,1400,226.0
Standard Cord Freehang,C,1600,1400,244.0
Standard Cord Freehang,C,1750,1400,277.0
Standard Cord Freehang,C,1900,1400,298.0
Standard Cord Freehang,C,2050,1400,320.0
Standard Cord Freehang,C,2200,1400,343.0
Standard Cord Freehang,C,2350,1400,367.0
Standard Cord Freehang,C,2500,1400,394.0
Standard Cord Freehang,C,2650,1400,423.0
Standard Cord Freehang,C,2800,1400,453.0
Standard Cord Freehang,C,3000,1400,486.0
Standard Cord Freehang,C,250,1600,132.0
Standard Cord Freehang,C,400,1600,146.0
Standard Cord Freehang,C,550,1600,155.0
Standard Cord Freehang,C,700,1600,167.0
Standard Cord Freehang,C,850,1600,178.0
Standard Cord Freehang,C,1000,1600,197.0
Standard Cord Freehang,C,1150,1600,213.0
Standard Cord Freehang,C,1300,1600,233.0
Standard Cord Freehang,C,1450,1600,249.0
Standard Cord Freehang,C,1600,1600,283.0
Standard Cord Freehang,C,1750,1600,303.0
Standard Cord Freehang,C,1900,1600,325.0
Standard Cord Freehang,C,2050,1600,349.0
Standard Cord Freehang,C,2200,1600,374.0
Standard Cord Freehang,C,2350,1600,401.0
Standard Cord Freehang,C,2500,1600,430.0
Standard Cord Freehang,C,2650,1600,461.0
Standard Cord Freehang,C,2800,1600,494.0
Standard Cord Freehang,C,3000,1600,529.0
Standard Cord Freehang,C,250,1800,144.0
Standard Cord Freehang,C,400,1800,155.0
Standard Cord Freehang,C,550,1800,167.0
Standard Cord Freehang,C,700,1800,181.0
Standard Cord Freehang,C,850,1800,194.0
Standard Cord Freehang,C,1000,1800,214.0
Standard Cord Freehang,C,1150,1800,234.0
Standard Cord Freehang,C,1300,1800,256.0
Standard Cord Freehang,C,1450,1800,288.0
Standard Cord Freehang,C,1600,1800,308.0
Standard Cord Freehang,C,1750,1800,331.0
Standard Cord Freehang,C,1900,1800,355.0
Standard Cord Freehang,C,2050,1800,381.0
Standard Cord Freehang,C,2200,1800,409.0
Standard Cord Freehang,C,2350,1800,438.0
Standard Cord Freehang,C,2500,1800,470.0
Standard Cord Freehang,C,2650,1800,503.0
Standard Cord Freehang,C,2800,1800,539.0
Standard Cord Freehang,C,3000,1800,578.0
Standard Cord Freehang,C,250,2000,151.0
Standard Cord Freehang,C,400,2000,167.0
Standard Cord Freehang,C,550,2000,182.0
Standard Cord Freehang,C,700,2000,197.0
Standard Cord Freehang,C,850,2000,211.0
Standard Cord Freehang,C,1000,2000,233.0
Standard Cord Freehang,C,1150,2000,249.0
Standard Cord Freehang,C,1300,2000,283.0
Standard Cord Freehang,C,1450,2000,303.0
Standard Cord Freehang,C,1600,2000,325.0
Standard Cord Freehang,C,1750,2000,349.0
Standard Cord Freehang,C,1900,2000,374.0
Standard Cord Freehang,C,2050,2000,401.0
Standard Cord Freehang,C,2200,2000,430.0
Standard Cord Freehang,C,2350,2000,461.0
Standard Cord Freehang,C,2500,2000,494.0
Standard Cord Freehang,C,2650,2000,529.0
Standard Cord Freehang,C,2800,2000,567.0
Standard Cord Freehang,C,3000,2000,608.0
Standard Cord Freehang,C,250,2200,158.0
Standard Cord Freehang,C,400,2200,177.0
Standard Cord Freehang,C,550,2200,190.0
Standard Cord Freehang,C,700,2200,208.0
Standard Cord Freehang,C,850,2200,225.0
Standard Cord Freehang,C,1000,2200,248.0
Standard Cord Freehang,C,1150,2200,282.0
Standard Cord Freehang,C,1300,2200,301.0
Standard Cord Freehang,C,1450,2200,324.0
Standard Cord Freehang,C,1600,2200,347.0
Standard Cord Freehang,C,1750,2200,373.0
Standard Cord Freehang,C,1900,2200,400.0
Standard Cord Freehang,C,2050,2200,428.0
Standard Cord Freehang,C,2200,2200,459.0
Standard Cord Freehang,C,2350,2200,492.0
Standard Cord Freehang,C,2500,2200,527.0
Standard Cord Freehang,C,2650,2200,565.0
Standard Cord Freehang,C,2800,2200,605.0
Standard Cord Freehang,C,3000,2200,649.0
Standard Cord Freehang,C,250,2400,165.0
Standard Cord Freehang,C,400,2400,184.0
Standard Cord Freehang,C,550,2400,203.0
Standard Cord Freehang,C,700,2400,221.0
Standard Cord Freehang,C,850,2400,239.0
Standard Cord Freehang,C,1000,2400,264.0
Standard Cord Freehang,C,1150,2400,299.0
Standard Cord Freehang,C,1300,2400,321.0
Standard Cord Freehang,C,1450,2400,344.0
Standard Cord Freehang,C,1600,2400,368.0
Standard Cord Freehang,C,1750,2400,395.0
Standard Cord Freehang,C,1900,2400,424.0
Standard Cord Freehang,C,2050,2400,454.0
Standard Cord Freehang,C,2200,2400,487.0
Standard Cord Freehang,C,2350,2400,523.0
Standard Cord Freehang,C,2500,2400,560.0
Standard Cord Freehang,C,2650,2400,599.0
Standard Cord Freehang,C,2800,2400,643.0
Standard Cord Freehang,C,3000,2400,688.0
Standard Cord Freehang,C,250,2600,175.0
Standard Cord Freehang,C,400,2600,194.0
Standard Cord Freehang,C,550,2600,213.0
Standard Cord Freehang,C,700,2600,234.0
Standard Cord Freehang,C,850,2600,254.0
Standard Cord Freehang,C,1000,2600,286.0
Standard Cord Freehang,C,1150,2600,306.0
Standard Cord Freehang,C,1300,2600,329.0
Standard Cord Freehang,C,1450,2600,353.0
Standard Cord Freehang,C,1600,2600,378.0
Standard Cord Freehang,C,1750,2600,406.0
Standard Cord Freehang,C,1900,2600,435.0
Standard Cord Freehang,C,2050,2600,466.0
Standard Cord Freehang,C,2200,2600,500.0
Standard Cord Freehang,C,2350,2600,535.0
Standard Cord Freehang,C,2500,2600,573.0
Standard Cord Freehang,C,2650,2600,615.0
Standard Cord Freehang,C,2800,2600,658.0
Standard Cord Freehang,C,3000,2600,706.0
Standard Cord Freehang,C,250,2800,181.0
Standard Cord Freehang,C,400,2800,205.0
Standard Cord Freehang,C,550,2800,225.0
Standard Cord Freehang,C,700,2800,248.0
Standard Cord Freehang,C,850,2800,271.0
Standard Cord Freehang,C,1000,2800,306.0
Standard Cord Freehang,C,1150,2800,329.0
Standard Cord Freehang,C,1300,2800,353.0
